filename,edge_association,EN,std2,SSIM,cc,SF,VIFF,psnr,avg_gradient,edge_intensity,figure_definition,relatively_warp,SCD,Nabf,MS-SSIM
01216.png,0.6250830335908184,6.528189182281494,25.638229370117188,1.4363723397254944,0.6585167050361633,12.525513648986816,0.3744276762008667,16.216357707977295,4.320897102355957,43.78117826627718,5.448152542114258,0.241790983825922,1.4595353603363037,0.032130436290738175,0
01217.png,0.6417466487823892,6.631662845611572,27.05177879333496,1.4248489737510681,0.6672587394714355,13.68248176574707,0.40533310174942017,16.10169553756714,4.709794521331787,47.741298856375636,5.920548915863037,0.23176812008023262,1.4511430263519287,0.031921752670498925,0
01218.png,0.6357275148064864,6.650722503662109,27.219810485839844,1.4110905826091766,0.6647948026657104,14.307073593139648,0.41373687982559204,15.868240356445312,4.847943305969238,49.03668341605133,6.0998921394348145,0.21704700961709023,1.4732987880706787,0.03306435957506488,0
01219.png,0.6277170932756109,6.628422260284424,26.866424560546875,1.4018038511276245,0.6422684192657471,14.484379768371582,0.41605305671691895,15.688627243041992,4.876017093658447,49.44219682405594,6.113130569458008,0.23818377405405045,1.5209146738052368,0.032770033505142106,0
01220.png,0.6212192739649891,6.651426315307617,27.429195404052734,1.3856101036071777,0.6357468366622925,14.466815948486328,0.39641809463500977,15.47396183013916,4.855249881744385,49.40818027875922,6.1082658767700195,0.24210883677005768,1.5431947708129883,0.03406250456872747,0
01221.png,0.6293775089755199,6.6796746253967285,27.934919357299805,1.3637469708919525,0.6353826522827148,15.315225601196289,0.3989384174346924,15.378613471984863,5.163957118988037,52.578256734708155,6.482602119445801,0.23771897703409195,1.5411115884780884,0.033730525536990755,0
01222.png,0.6211773167275887,6.724606037139893,28.648996353149414,1.3394303619861603,0.6402177810668945,15.098660469055176,0.39575567841529846,15.023714065551758,5.145879745483398,52.453693791813066,6.460533618927002,0.22689147666096687,1.5448036193847656,0.033183355702399976,0
01301.png,0.6672619275775925,6.813310623168945,30.470340728759766,1.1411250978708267,0.4979022145271301,18.920787811279297,0.3774060606956482,12.896746635437012,6.806850910186768,68.65653144664468,8.355913162231445,0.32912714779376984,1.6973211765289307,0.029291213520019514,0
01302.png,0.6636068357802877,6.796635627746582,29.708784103393555,1.13825424015522,0.485851526260376,18.953489303588867,0.3755562901496887,12.892307758331299,6.86832332611084,69.20092386976897,8.445328712463379,0.3437393456697464,1.6999485492706299,0.02987778980640289,0
01303.png,0.6489327263631783,6.787010192871094,29.53849220275879,1.1271320134401321,0.4822501540184021,19.279817581176758,0.35846924781799316,12.669589519500732,6.914093971252441,69.68673739512478,8.519728660583496,0.34550832211971283,1.7122164964675903,0.03122501524328727,0
01304.png,0.6380956535184845,6.760251998901367,28.735145568847656,1.1021065264940262,0.45269274711608887,20.223474502563477,0.31756338477134705,12.666556358337402,7.250497817993164,73.10142923343227,8.927485466003418,0.34307944774627686,1.7263680696487427,0.033546824419347906,0
01305.png,0.6353950214459045,6.760765552520752,28.485435485839844,1.103555679321289,0.4496456980705261,20.01675796508789,0.30965113639831543,12.793670654296875,7.212128639221191,72.9608141159441,8.892233848571777,0.3523588329553604,1.7139811515808105,0.035652979361812435,0
01306.png,0.6441077346213282,6.753596305847168,28.364364624023438,1.1116374135017395,0.45384660363197327,19.5184268951416,0.3098811209201813,12.929511070251465,7.116912364959717,71.90097315005772,8.754220962524414,0.3506886214017868,1.7085390090942383,0.03098077794705391,0
01307.png,0.6550688255657189,6.785447120666504,28.899341583251953,1.1208680868148804,0.46854168176651,18.535381317138672,0.3338583707809448,13.050753116607666,6.892680644989014,69.70739307130624,8.446020126342773,0.34025999903678894,1.6957764625549316,0.0275661515516869,0
01308.png,0.6647706381334237,6.805936813354492,29.87070655822754,1.1207462400197983,0.4680805206298828,19.66159439086914,0.34920406341552734,12.787317276000977,6.96825647354126,70.15327253828886,8.555854797363281,0.3408070057630539,1.7084335088729858,0.02734527732344513,0
01309.png,0.6654530999019007,6.8522515296936035,30.826631546020508,1.1135727167129517,0.47418949007987976,21.14990997314453,0.37411922216415405,12.610548973083496,7.3729939460754395,74.08224306207572,9.060677528381348,0.3201282024383545,1.712449073791504,0.02801476748978167,0
01310.png,0.6668253979381752,6.8764824867248535,31.407140731811523,1.109058141708374,0.4623327851295471,23.134714126586914,0.37287890911102295,12.54804277420044,7.947245121002197,79.73631238170225,9.775806427001953,0.3013879954814911,1.7134044170379639,0.03006724032120392,0
01311.png,0.682524620398367,6.8096795082092285,30.068159103393555,1.135064572095871,0.4610993564128876,20.650300979614258,0.4441814422607422,12.648005485534668,7.149710178375244,71.75775855602328,8.78826904296875,0.333716556429863,1.733625888824463,0.02514273942466623,0
01312.png,0.6740548159200218,6.840817928314209,30.90773582458496,1.1406623423099518,0.5009624361991882,20.244712829589844,0.4605349898338318,12.744957447052002,6.995471477508545,70.24979698150844,8.614278793334961,0.3163815438747406,1.6758705377578735,0.02630637606287846,0
01313.png,0.6622050101344656,6.782099723815918,29.500961303710938,1.1309393048286438,0.4904658794403076,18.51009750366211,0.4798899292945862,12.564419269561768,6.6228251457214355,66.65176806233366,8.15965461730957,0.33370552957057953,1.6745132207870483,0.029040854983090496,0
01314.png,0.6638385799480223,6.813083648681641,30.058685302734375,1.1259385794401169,0.48088160157203674,18.849590301513672,0.4823390245437622,12.72485876083374,6.890015602111816,69.60016295535489,8.457200050354004,0.30783210694789886,1.673352837562561,0.030127275245680575,0
01315.png,0.6491999193963778,6.878291130065918,31.30158233642578,1.1351145207881927,0.5035169720649719,18.76751708984375,0.4471498727798462,12.846467018127441,6.817836761474609,69.1555414205614,8.358953475952148,0.31682854890823364,1.673309564590454,0.028407933754495678,0
01316.png,0.6439265821803416,6.900570392608643,31.644533157348633,1.132112294435501,0.4904247522354126,18.747404098510742,0.43384963274002075,12.746172904968262,6.790552616119385,68.61979746713885,8.32231616973877,0.3102181553840637,1.7025222778320312,0.030351982451426528,0
01317.png,0.6450018545669527,6.9271345138549805,32.546268463134766,1.1180653721094131,0.502526581287384,20.217042922973633,0.4368111789226532,12.678428173065186,7.311121463775635,73.86166113333992,8.959187507629395,0.28330399096012115,1.673241138458252,0.03423972117849859,0
