filename,edge_association,EN,std2,SSIM,cc,SF,VIFF,psnr,avg_gradient,edge_intensity,figure_definition,relatively_warp,SCD,Nabf,MS-SSIM
01377.png,0.5805138312238592,6.894892692565918,35.01838302612305,1.226515293121338,0.46652543544769287,15.638379096984863,0.40781301259994507,12.127464771270752,4.850659370422363,49.51428347826565,5.999241352081299,0.34103402495384216,1.7453923225402832,0.028255807969023168,0
01378.png,0.5901843321493555,6.883075714111328,33.02581024169922,1.2095416188240051,0.4811020493507385,19.05217933654785,0.36454513669013977,12.720736026763916,5.754270076751709,58.520301307113996,7.1024627685546875,0.3435932397842407,1.728283405303955,0.02955012784992845,0
01379.png,0.5983457337929363,6.882699966430664,33.629844665527344,1.2329395413398743,0.5040060877799988,16.954795837402344,0.3824332356452942,12.659361839294434,5.112439155578613,52.065484964907945,6.309831142425537,0.33302387595176697,1.7208367586135864,0.02234953678676008,0
01380.png,0.5669892775192371,6.892621994018555,35.47658920288086,1.26333487033844,0.5157951712608337,13.70250129699707,0.40308189392089844,12.634402751922607,4.150592803955078,42.33198861531031,5.150733947753906,0.3330488055944443,1.7068226337432861,0.017672739046716283,0
01381.png,0.5558122077343556,6.915895938873291,38.05305099487305,1.2850700616836548,0.5424003601074219,12.582353591918945,0.4064825773239136,12.74488878250122,3.919081926345825,40.022961924269474,4.871571063995361,0.3050473779439926,1.672133445739746,0.01660694760516296,0
01382.png,0.5752317249012097,6.984663963317871,39.39285659790039,1.3105732202529907,0.5545457601547241,13.23299503326416,0.4351249039173126,13.007594108581543,4.09298849105835,41.81522021481046,5.078360080718994,0.27635155618190765,1.6358606815338135,0.018088578704234134,0
01420.png,0.5630648084391944,6.106439113616943,28.582021713256836,1.352337658405304,0.5022001266479492,10.192304611206055,0.5137680172920227,12.928231239318848,3.208569288253784,31.655477561946775,4.148300647735596,0.167706910520792,1.6189684867858887,0.03499261982959231,0
01421.png,0.5595425687455134,6.120523929595947,29.05329132080078,1.34071946144104,0.48665255308151245,10.217228889465332,0.4880984425544739,12.729940414428711,3.2785439491271973,32.39333637674164,4.235179424285889,0.1464889720082283,1.620647668838501,0.0351381546725784,0
01422.png,0.5870541194554479,6.186312675476074,28.807662963867188,1.3766069412231445,0.5038524866104126,10.304079055786133,0.5389981269836426,13.074697494506836,3.302858591079712,32.62932983930636,4.257841110229492,0.14756601303815842,1.6107165813446045,0.03386578060211871,0
01423.png,0.5726077327287347,6.310665130615234,31.757089614868164,1.367872178554535,0.510168194770813,10.690329551696777,0.49717795848846436,13.207351207733154,3.389031171798706,33.53619297336192,4.380507469177246,0.10277798771858215,1.5996755361557007,0.03311717360172394,0
01424.png,0.5837795139635245,6.361198425292969,31.182823181152344,1.3317070603370667,0.517988383769989,11.013257026672363,0.504441499710083,12.912109851837158,3.551793098449707,35.45246733954092,4.54760217666626,0.11106153577566147,1.6237989664077759,0.03398810658473209,0
01425.png,0.577871358892999,6.403108596801758,31.739917755126953,1.3180757761001587,0.5072528123855591,11.19630241394043,0.45684903860092163,13.091517448425293,3.6626768112182617,36.82174299282001,4.643427848815918,0.11560450494289398,1.6317777633666992,0.03208650596559048,0
01426.png,0.5853528589957814,6.354281902313232,30.294443130493164,1.3404306173324585,0.497814416885376,10.606202125549316,0.4954512119293213,13.055669784545898,3.445280075073242,34.45875355754682,4.405351161956787,0.13819466531276703,1.6273276805877686,0.033177445221282686,0
01427.png,0.6016122867063547,6.348670959472656,30.63606834411621,1.3308411538600922,0.49949634075164795,11.218019485473633,0.5083249807357788,13.181405067443848,3.6656441688537598,36.832077898917476,4.657078266143799,0.11544439941644669,1.6252772808074951,0.03330162702917169,0
01428.png,0.5996174482112442,6.432476043701172,32.44173812866211,1.288955181837082,0.5055750012397766,12.45354175567627,0.487581729888916,13.01864242553711,4.05222749710083,40.93770968583967,5.099733352661133,0.06630824506282806,1.6251215934753418,0.03459132822590489,0
01429.png,0.5901294842240882,6.367879867553711,30.8638973236084,1.3273540437221527,0.46330639719963074,12.020739555358887,0.5387177467346191,13.027130126953125,3.8631880283355713,38.89655038400411,4.87233829498291,0.08971051871776581,1.6840598583221436,0.03664819926922484,0
01430.png,0.5776655583488882,6.411809921264648,33.1460075378418,1.3318312466144562,0.45670366287231445,12.25881576538086,0.5460168123245239,13.032259941101074,3.814760684967041,38.18943596963814,4.852578639984131,0.07276614010334015,1.6454615592956543,0.03618065389742434,0
01431.png,0.5899211086568894,6.570794582366943,35.27799606323242,1.3080568611621857,0.4855332672595978,13.506897926330566,0.5538643598556519,13.141116619110107,4.25767183303833,42.637706954778146,5.386309623718262,0.03141652047634125,1.6033337116241455,0.03726345768135838,0
01432.png,0.6049958763640763,6.602649211883545,34.2224235534668,1.310181051492691,0.5034587383270264,14.078615188598633,0.5336458086967468,13.356943130493164,4.502810955047607,45.02038002151768,5.658534526824951,0.06777288019657135,1.5934932231903076,0.034207036747550504,0
01433.png,0.6183030735949617,6.682348728179932,32.52826690673828,1.295105367898941,0.5306994915008545,14.993995666503906,0.5349801778793335,13.473048686981201,4.837210178375244,48.25646136700798,6.0568623542785645,0.11178052425384521,1.599360704421997,0.035009734713813655,0
01434.png,0.6415495785119084,6.762855052947998,32.14335632324219,1.2498362064361572,0.5634905099868774,16.67127227783203,0.559130072593689,13.422056198120117,5.494123458862305,54.91292092326808,6.810665130615234,0.12106364965438843,1.5725419521331787,0.03330773283490656,0
01435.png,0.6538303480172994,6.7894182205200195,33.098445892333984,1.2572543919086456,0.5790235996246338,17.281078338623047,0.5717517137527466,13.75081729888916,5.708271503448486,57.17863378580051,7.041953086853027,0.09663143754005432,1.5295329093933105,0.03223985166933395,0
01436.png,0.6541130893249528,6.773723602294922,32.72476577758789,1.2641998827457428,0.5645939707756042,17.020368576049805,0.5337671637535095,13.568796634674072,5.585073947906494,55.95475574661469,6.900086402893066,0.1084512248635292,1.5568791627883911,0.029957607241072028,0
01437.png,0.6341910955867861,6.771925926208496,32.52524948120117,1.2750807702541351,0.5355367660522461,16.16413688659668,0.4905487298965454,13.732749938964844,5.339956760406494,53.57090199898703,6.644247055053711,0.10370302200317383,1.5775097608566284,0.032319000500174194,0
